label,n,p,k,ph,temperature,rainfall,district_name,soil_color,fertilizer,link
sugarcane,75,60,105,7.5,25,1500,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,80,60,105,7.5,25,1500,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,85,60,105,7.5,25,1500,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,90,60,105,7.5,25,1500,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,95,60,105,7.5,25,1500,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,100,60,105,7.5,25,1500,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,75,50,110,6.5,30,1000,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,80,50,110,6.5,30,1000,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,85,50,110,6.5,30,1000,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,90,50,110,6.5,30,1000,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,95,50,110,6.5,30,1000,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,100,50,110,6.5,30,1000,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,75,55,115,7.0,35,1100,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,80,55,115,7.0,35,1100,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,85,55,115,7.0,35,1100,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,90,55,115,7.0,35,1100,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,95,55,115,7.0,35,1100,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,100,55,115,7.0,35,1100,Kolhapur,Black,DAP,https://youtu.be/2t5Am0xLTOo
sugarcane,75,60,100,7.5,20,1200,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,80,60,100,7.5,20,1200,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,85,60,100,7.5,20,1200,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,90,60,100,7.5,20,1200,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,95,60,100,7.5,20,1200,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,100,60,100,7.5,20,1200,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,75,50,105,6.5,25,1300,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,80,50,105,6.5,25,1300,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,85,50,105,6.5,25,1300,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,90,50,105,6.5,25,1300,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,95,50,105,6.5,25,1300,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,100,50,105,6.5,25,1300,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,75,55,110,7.0,30,1400,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,80,55,110,7.0,30,1400,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,85,55,110,7.0,30,1400,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,90,55,110,7.0,30,1400,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,95,55,110,7.0,30,1400,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,100,55,110,7.0,30,1400,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,75,60,115,7.5,35,1500,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,80,60,115,7.5,35,1500,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,85,60,115,7.5,35,1500,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,90,60,115,7.5,35,1500,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,95,60,115,7.5,35,1500,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
sugarcane,100,60,115,7.5,35,1500,Kolhapur,Black,MOP,https://youtu.be/2t5Am0xLTOo
jowar,20,25,25,6.5,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,25,25,25,6.5,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,30,25,25,6.5,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,35,25,25,6.5,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,40,25,25,6.5,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,20,30,30,7.0,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,25,30,30,7.0,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,30,30,30,7.0,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,35,30,30,7.0,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,40,30,30,7.0,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,20,35,35,7.5,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,25,35,35,7.5,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,30,35,35,7.5,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,35,35,35,7.5,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,40,35,35,7.5,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,20,25,40,6.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,25,25,40,6.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,30,25,40,6.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,35,25,40,6.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,40,25,40,6.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,20,30,25,7.0,25,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,25,30,25,7.0,25,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,30,30,25,7.0,25,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,35,30,25,7.0,25,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,40,30,25,7.0,25,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,20,35,30,7.5,30,800,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,25,35,30,7.5,30,800,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,30,35,30,7.5,30,800,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,35,35,30,7.5,30,800,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,40,35,30,7.5,30,800,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,20,25,35,6.5,25,600,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,25,25,35,6.5,25,600,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,30,25,35,6.5,25,600,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,35,25,35,6.5,25,600,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,40,25,35,6.5,25,600,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,20,30,40,7.0,30,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,25,30,40,7.0,30,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,30,30,40,7.0,30,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,35,30,40,7.0,30,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,40,30,40,7.0,30,700,Kolhapur,Black,Urea,https://youtu.be/hxuB66J-3BI
jowar,20,35,25,7.5,25,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,25,35,25,7.5,25,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,30,35,25,7.5,25,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,35,35,25,7.5,25,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,40,35,25,7.5,25,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,20,25,30,6.5,30,600,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,25,25,30,6.5,30,600,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,30,25,30,6.5,30,600,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,35,25,30,6.5,30,600,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,40,25,30,6.5,30,600,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,20,30,35,7.0,25,700,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,25,30,35,7.0,25,700,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,30,30,35,7.0,25,700,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,35,30,35,7.0,25,700,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,40,30,35,7.0,25,700,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,20,35,40,7.5,30,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,25,35,40,7.5,30,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,30,35,40,7.5,30,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,35,35,40,7.5,30,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,40,35,40,7.5,30,800,Kolhapur,Black,SSP,https://youtu.be/hxuB66J-3BI
jowar,40,20,20,6.0,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,45,20,20,6.0,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,50,20,20,6.0,25,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,40,25,25,6.5,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,45,25,25,6.5,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,50,25,25,6.5,30,700,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,40,20,25,7.0,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,45,20,25,7.0,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,50,20,25,7.0,25,800,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,40,25,20,7.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,45,25,20,7.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
jowar,50,25,20,7.5,30,600,Kolhapur,Black,10:26:26 NPK,https://youtu.be/hxuB66J-3BI
cotton,100,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,40,50,6.0,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,45,55,6.5,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,50,60,7.0,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,55,65,7.5,25,800,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,60,70,6.0,30,900,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,40,75,6.5,35,1000,Kolhapur,Red ,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,45,50,6.0,25,800,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,130,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,135,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,140,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,145,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,150,50,55,6.5,30,900,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,100,55,60,7.0,35,1000,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,105,55,60,7.0,35,1000,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,110,55,60,7.0,35,1000,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,115,55,60,7.0,35,1000,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,120,55,60,7.0,35,1000,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
cotton,125,55,60,7.0,35,1000,Kolhapur,Red ,Magnesium Sulphate,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
