source_file,source_row_id,feature_fingerprint,n,p,k,ph,temperature,rainfall,crop_label,split
Crop_Recommendation.csv,1531,8eb5be905eb5191124a011903c2633894e9e5c9230b9adb806ebba176efe93a1,37,126,196,5.596449493,23.59997268,107.1728191,apple,train
Crop_Recommendation.csv,1532,4d47042c8ef13874c6d8e1bbf6254ba2b151c0ee606207ca34952a8d52fe0fe0,2,120,203,5.893492999,23.12652652,108.6211833,apple,train
Crop_Recommendation.csv,1534,0288b6ce72350100723a2e4d0e85c4909fa8fa0fad16bd888f4ecc37e2eaf465,10,141,201,6.386021424,22.12659387,104.5412275,apple,train
Crop_Recommendation.csv,1535,9c47140fa20508d8d6f8cb9dedcf58e50c71c47b68004bb1547834f3a5545861,24,142,202,5.710819862,22.53779727,101.8474768,apple,train
Crop_Recommendation.csv,1536,2ed16081fe68222e20360ebd69fcc67b7e06852d910ecb705b872ca9c2761965,23,138,195,5.795985716,22.49095104,124.3915101,apple,train
Crop_Recommendation.csv,1537,0cdf41954116e2d8ede57a411a0bb7ec3065a0fbc47e4b54321764588af7f7ad,18,125,204,6.046673619,22.35548159,116.7366261,apple,train
Crop_Recommendation.csv,1539,111d1594bece155ff8e59bf295dd183763d300f23f3c2300b30b5084e2c45b78,26,122,202,5.617227184,22.44516988,107.1843273,apple,train
Crop_Recommendation.csv,1540,975cfdde588f3671f1406e6668cd00e30bfdc02ecc1a2c66d3c3e198c64266a4,28,123,202,6.442289294,22.76643029,120.4359949,apple,train
Crop_Recommendation.csv,1541,8988bdaf744020d3328fba8a6d4fa4289146e5bd7e12fb38ac6a7d2540746f72,26,121,201,6.162034371,22.19109412,112.3126628,apple,train
Crop_Recommendation.csv,1543,68add8ad319dedbe73a3557fd24a210e631c87f0cc00ad9e509fb08b3ec7792c,21,135,198,5.765015126,23.86087054,105.0241329,apple,train
Crop_Recommendation.csv,1544,1a26088f32f34066d4cdab218a7f26bcf4cef51c010ea0dfce85ef4caa48273c,5,144,205,6.184922574,21.42177231,102.8045658,apple,train
Crop_Recommendation.csv,1545,9d6bc22e06ec42f1afdc24fc52c261882605c32c8ba20eaa44e88dd9768846c1,2,123,205,5.739652177,22.36629253,124.9831618,apple,train
Crop_Recommendation.csv,1546,3756b99ffd0a60e55e2855404884d1b9052297fc9f57517498ad3717fbd75bb9,15,133,199,5.824778636,23.99686172,117.6102915,apple,train
Crop_Recommendation.csv,1547,ef605e761ef7932d03b6764c47a15fafe7f0ec39725c1d525bc1960e72073b23,31,130,198,5.554823557,21.80129837,120.0586671,apple,train
Crop_Recommendation.csv,1548,24d8b5b2a03dfb92f90e60793aaa69c92fd685bc8e49592047f0a2677d6c65a5,25,143,200,6.024248787,23.80436344,100.6192543,apple,train
Crop_Recommendation.csv,1550,58262eca182454b346f527850ae64f50264f2af1ac2489c7f1522d50b1c2b26f,19,122,202,5.811975094,23.34467359,112.8954016,apple,train
Crop_Recommendation.csv,1551,17f8d03c33b855381b59f031ec734445fe5b0aeeeae597cb5fb39d5e2b9945b5,10,125,196,5.730557448,22.31253665,113.0688155,apple,train
Crop_Recommendation.csv,1554,11a1d5c66cce923c7522ca6e8cb63694ee9ea1e4691e6b24482c0820639b2099,28,136,200,6.245858905,23.06204373,114.7399101,apple,train
Crop_Recommendation.csv,1555,20c62f2fd5a6114a8a9576d6eb9dd6616aeb724e40a3363e766ea21fe8d4186b,2,131,199,6.017370134,22.47420512,124.2179699,apple,train
Crop_Recommendation.csv,1556,f153707f7638f9db28a82565f8725f212670d57103904ff74c2722350ee5992f,2,140,197,5.53456749,22.69780133,105.0508234,apple,train
Crop_Recommendation.csv,1557,45c730755a31be2c1d55a50b7c92ccc7e8d3898dffa82bcd039f900c9aeb00f8,27,138,201,5.952367662,23.66682067,105.4004751,apple,train
Crop_Recommendation.csv,1562,eb85c19339d3373d931815f71afe9c8b3309a4246cb46bb1beab8d034cd885ee,40,136,202,5.935336308,22.85267372,117.5314026,apple,train
Crop_Recommendation.csv,1563,55dea2ed927cf7e161979913f6f7142bf93b2b253b680720830dab98a7708d21,6,124,200,5.971332179,22.98208095,109.5852253,apple,train
Crop_Recommendation.csv,1565,50e704172837cb489f4c2111ef3fd4646d3fd56514e44788f87a63c07694b2d3,17,136,196,5.882155988,23.87192332,103.0548094,apple,train
Crop_Recommendation.csv,1566,29b737d0c79f2879e4fb5bd92a3b362f5b8e191548f96722595b005f0248b426,33,134,205,6.08551916,21.0365275,114.7412734,apple,train
Crop_Recommendation.csv,1567,44d0056147194292087705eabcefbf9716a31e013eb55425d99abbd863778cfa,16,143,197,5.90402645,22.61711614,116.9256766,apple,train
Crop_Recommendation.csv,1568,b64f70f1a09529ac039b9ff65536bd43d4040a52f16b4797e7d35c6ecc7189df,27,120,200,6.110218826,21.45278675,116.7036582,apple,train
Crop_Recommendation.csv,1569,37bf931c54718d5bad7eb90c5bfab38fb682f8c5bebab901f1df72adfcf2e143,29,145,205,6.212302608,22.81227579,109.3383552,apple,train
Crop_Recommendation.csv,1570,62cdf13ffdcf40d57b2206535e2636878a92206246eeeaea9513b8ddd34d44e9,3,141,197,6.142803397,21.98141856,115.4789148,apple,train
Crop_Recommendation.csv,1571,950de6a11a6a0552b399b9e733e872a4ad6b8d2bc244d4e7bb6085df2bfc7ecf,15,123,204,6.365972688,22.52709326,115.3830068,apple,train
Crop_Recommendation.csv,1573,c5ef06091853f031ea880416dc89ad59f934113754e74012459da7f2b0b6be1a,10,136,204,6.276198595,21.19852186,105.8554351,apple,train
Crop_Recommendation.csv,1574,8cc1cac1810e54dea9ae951eb4456826654ca140c689c4cab2be5266fe1aa6bc,7,141,195,5.514253142,23.8812458,104.9116663,apple,train
Crop_Recommendation.csv,1577,3dcaf8556e8a6420a3afc5925661421752ba746ee5b1e1af0caf20c70ff38803,30,137,200,5.603413172,22.91430043,118.6044645,apple,train
Crop_Recommendation.csv,1578,a027933e11d2b713b8337d751826e0e341d65c08333905ae6e07cb2618074b12,29,132,204,6.0967531,23.08950736,108.2166601,apple,train
Crop_Recommendation.csv,1579,c7bb06e2b8a72dd374fa99fe05cc0d126494a498677d7fd6256a852852f8affe,14,139,197,6.056529526,21.72484506,121.6961761,apple,train
Crop_Recommendation.csv,1581,5cc291bf113b8e61aff6ed4095585fe555b1e9afb9a2f5142a883762ffce35fc,33,143,204,5.814434775,21.1316077,122.5391946,apple,train
Crop_Recommendation.csv,1582,4a61ed8ab9f4a7c39e63786207250475bddbdde0a89e689328f48ca0ce2be9ee,40,144,196,5.987262638,22.71750705,107.0289866,apple,train
Crop_Recommendation.csv,1584,b489a7d70a8afde33bcd2d997cbd9b3c9a7227e9391803e0537314075a96fa0d,38,135,203,5.965551311,23.76121837,100.825956,apple,train
Crop_Recommendation.csv,1586,a495bc754a160c9465a5dc8410ef15038761cd6c5d1b21efc5d50ea1f9cfde0c,35,142,203,5.895319002,21.17089176,123.6495149,apple,train
Crop_Recommendation.csv,1589,dee5926cbc02b9bed57f45b566fa11e77940d481bf750ad48434ebf0ad48a48c,0,145,205,5.52078314,21.22503442,113.9760462,apple,train
Crop_Recommendation.csv,1590,55783d9e3316ae5df421489f83b315763d3fea67500ed23f8548e0164271a2db,31,121,201,5.731535258,23.15791104,110.712841,apple,train
Crop_Recommendation.csv,1591,8c37f4b23025952e11ec49adb90834831b91906e4b92b5cf538768fdb14cc459,35,131,203,5.893490899,22.42776057,102.7230739,apple,train
Crop_Recommendation.csv,1594,fc93593c03a7e1d4c8aec8b8078198a4fc4fbafec1d4932c5c3d6b2be20d2427,14,140,197,6.071255131,23.35225078,113.0381382,apple,train
Crop_Recommendation.csv,1596,538c00d8d48dab4121c3623958f0aef80085f23d7311e0a73485df14167ac31c,40,120,197,5.889480679,23.80593812,119.6335548,apple,train
Crop_Recommendation.csv,1597,75463ff3c2b297b56d152990b7bc877dc6137459fbe879b270c7d1d8cbc4a902,25,132,198,5.732757516,22.31944084,100.1173443,apple,train
Crop_Recommendation.csv,1598,cc3c2c4a72e614541166c47df71ef17fea2c6676e707bf719f45fd773963571f,31,137,196,6.400321212,22.14464104,120.6310784,apple,train
Crop_Recommendation.csv,1600,eb6c1f270ed0ec27cc303fffe9c162725537e908cc0a7d3dbd3694a78c9644c2,10,140,197,6.229498836,22.16939473,124.4683112,apple,train
Crop_Recommendation.csv,1002,16f2b58ac4584ed5b3253e6675f0d049fbfa4395727665224c0cd6e1e73c534f,105,95,50,5.849076099,27.33368994,101.0494791,banana,train
Crop_Recommendation.csv,1004,425b1a8137474ce28442b43e56b59b61fc84e545d8f513cc7911cf750078924b,86,76,54,5.926824754,29.3159075,90.10978128,banana,train
Crop_Recommendation.csv,1006,3dc7f874e3d476ffac5ae0a29598f5c5545bc8121c54b60b0a9d62867cb6823c,93,94,53,6.079178788,25.86632408,114.5357503,banana,train
Crop_Recommendation.csv,1010,6fffa578c3a5bee5d32e273665bae5c40592a0dc4f2390b0ef935b26495845ad,105,77,52,5.816622479,29.16226551,100.0075679,banana,train
Crop_Recommendation.csv,1011,4d3d2884db46b97955dfe578ba7ad4018b5f1bceb81d46d009cd71014bb08c06,118,88,52,5.843163161,28.65003945,98.75084366,banana,train
Crop_Recommendation.csv,1013,2eef9b6bad83233c2b8e4f4ef991bf5498a2e27cc92d6d07dc384e9971b72ccf,95,75,50,5.623615687,28.08166093,118.2761894,banana,train
Crop_Recommendation.csv,1016,125ca087ac368be8d15eb1751d7b546cc0219dcdea7645544bc82cc9d7e2b6b7,83,79,55,5.565028635,25.14748006,98.66679427,banana,train
Crop_Recommendation.csv,1017,4192f13596b60d8b03d14a5834fef048cba07293e015ca07db98c0750bf455e0,85,95,47,6.211833161,25.94019018,119.84797,banana,train
Crop_Recommendation.csv,1018,d04cbb17a3ab564d48c32f4cb833a0c738f85f414f085bb4e03bbe3efe42557d,109,79,45,6.490074429,27.66752761,108.66464,banana,train
Crop_Recommendation.csv,1019,3c75580239cbe3386833923c4d836c0fd5ebc6cafdfab84d30b50dfef8bc920f,100,76,45,5.590236025,25.56703012,102.7867717,banana,train
Crop_Recommendation.csv,1020,2e30d846262ea67e3ac134596d7ca42ce5bd301dd69ffa7d53f38dca12509b01,117,86,48,6.225225239,28.6956201,116.1616839,banana,train
Crop_Recommendation.csv,1021,15f630744a3749e59cf804c0bbc019abd30ced6f2cf0f78ccc35d57072f50717,114,94,53,6.190757459,26.33544853,118.6858263,banana,train
Crop_Recommendation.csv,1022,e5c84f0fb4bb8a8363a0ff1916c0ce42f300c8db8b691d35ac95f77a0e4f91b6,110,78,50,5.915568968,25.93730186,98.21747528,banana,train
Crop_Recommendation.csv,1024,f2493fbcb2c3ef22f18767b27f7aa6ca8474f2b0cbcd06b655ecc0fb749dfa39,80,71,47,6.156373499,27.50527651,105.0776992,banana,train
Crop_Recommendation.csv,1025,84abb052107b562392693d138178c937f4ef8dbb65e8f489afafb811fc13c524,114,79,51,6.313197204,26.21009246,112.0700033,banana,train
Crop_Recommendation.csv,1026,920131eb028a89097b2f57dcd88b323044a9d36ebd61b028183abe7d2e944b4c,88,78,45,6.324270089,29.10403455,92.07835761,banana,train
Crop_Recommendation.csv,1029,192a6d2a9a786bb452c32b45c9c3196a6bc2b65ad0e1c5288cb1ca6d49e8e961,111,87,48,5.571401169,26.3985515,98.16752001,banana,train
Crop_Recommendation.csv,1030,8bab1c8fc1e5cb38cce7ebb9800ab5f151262edeab7a16c96a14aa98fabfa990,89,83,47,5.63127166,28.09577643,109.5408614,banana,train
Crop_Recommendation.csv,1031,fd16b9a04421ed071fea86f51e9d4476ba126426df0301d03b3867ef13d1575c,93,91,47,6.101241579,27.84767901,117.2878912,banana,train
Crop_Recommendation.csv,1032,c92a970e2021496259e3531198b2eee1ed19cdd96d2015618e1b867ae24cb554,92,81,52,6.438137279,27.39341554,94.31102057,banana,train
Crop_Recommendation.csv,1036,f41a39b0efcda368eb850f4f9e7c4862891018e408f4c94a8b9cc0b752a4869c,116,71,47,6.435785799,27.57278064,91.34276507,banana,train
Crop_Recommendation.csv,1038,e337d07a94775f627d1e6fdf687ebefa7914e1d064702b5247ca0ea09e37329b,119,72,55,6.220643671,25.99069521,112.0777152,banana,train
Crop_Recommendation.csv,1039,e4bf6c30b7716096fdb59d4deb030039af402be1c59c9d62d74c8318fe4711dc,99,73,53,5.871702211,26.29039046,118.6730366,banana,train
Crop_Recommendation.csv,1040,ba937645826427ab63fa03dc12c9a91616cd1f180cb829d542df62583c2cbec8,91,84,52,6.390741836,29.14827211,117.536781,banana,train
Crop_Recommendation.csv,1042,261618cfeadc58116bb9f37eb5d5d6045631939106b359300aa22381dac3e419,101,70,48,6.012696655,25.36059237,116.5531455,banana,train
Crop_Recommendation.csv,1043,6b6b0a8a9a2d1d99cdeef8ee2a39c8ca341d022bbfecb34993e1fb8c62f8e22b,108,89,53,5.908770059,29.12036889,112.3982055,banana,train
Crop_Recommendation.csv,1045,f4c3e2ed1fa647d0e06b7850fbf8a357189be3d0a27af8d3ca93d817c1fe2ddd,109,91,53,6.010095853,29.66727337,110.2511102,banana,train
Crop_Recommendation.csv,1046,d392edd4cdacc44ad155899cb2b443e107504bfaefc4550d81a2f1f01511089b,82,78,46,5.738678895,25.05802193,110.4408803,banana,train
Crop_Recommendation.csv,1049,b18d087cebcb56678ba3b1e861470e01270c70cbb297905f6ac81faafa1493da,83,95,50,5.50947065,26.51682337,108.8547508,banana,train
Crop_Recommendation.csv,1050,c624b1132f917a78c2b628a862e3e2f4c30ea576406519fdd6dd197ff7e03840,119,90,48,5.986442306,28.66725136,118.2583441,banana,train
Crop_Recommendation.csv,1051,df8f354ea34864e05bcf59faa585a1181bb83e7146dfb62c0e1ae2a01448423d,107,72,45,5.790768046,28.14938935,91.40508414,banana,train
Crop_Recommendation.csv,1052,3960af626ca944a14b48b7633b4222582ac0b17373df8381432bc346e3aefaa4,116,81,55,5.915546415,26.42313317,95.12322062,banana,train
Crop_Recommendation.csv,1053,cd63acaf68b2220f9d19dd0f7cb63af7a253037da963c104be71f72b2826e860,101,75,50,6.242528278,26.59386409,109.9825551,banana,train
Crop_Recommendation.csv,1054,a78ae424ea35674670a3a030dcd04a1825b50f2ca379a4aaea68ba1ac2213f1a,93,81,50,6.036079266,27.71822477,102.2099836,banana,train
Crop_Recommendation.csv,1055,fa67d8ecf4f1334586d16a95bf30e982fac6a4353c9344b0b1ec148bca67deba,95,75,45,5.829898502,28.98333432,109.022564,banana,train
Crop_Recommendation.csv,1056,b14e55e2f22528677668cdd174d24f5121780753b4f351fb859250d09b72458b,107,71,55,6.088064451,29.42017919,117.229079,banana,train
Crop_Recommendation.csv,1057,bed075261b94b9a004c0b6ef7cc2efdde8e02d5d5080682f8e26c75f2c6bab0e,83,94,47,6.469370954,27.39872329,112.1355384,banana,train
Crop_Recommendation.csv,1058,32d24baadd46916386bc55f170424fc3f166a46a6d74f9036fc49724ad4f821a,102,73,54,5.720726906,26.4020227,111.0162259,banana,train
Crop_Recommendation.csv,1059,d38c5713d8c37f23c3f7e761734728ab14af256b27a41715b69180c65e3bc3a0,86,79,45,5.80766417,27.81251452,99.20961514,banana,train
Crop_Recommendation.csv,1060,61b5e940ecd077a14ed8dd700ea3e0e198c7087d3f60408522d03e86358954fd,117,86,53,5.703381728,25.19640218,115.8586081,banana,train
Crop_Recommendation.csv,1061,2a0f2f05056db2d78ef851e0d71401382d2e9db35c595d63cb1db2f111669cdc,111,79,53,6.165001278,28.31193338,119.695765,banana,train
Crop_Recommendation.csv,1063,5dee32e8cac24bee01c72da96c525784c23b1f4d559a6e7578a80037206795b8,91,75,55,6.212369363,27.48612983,109.2768851,banana,train
Crop_Recommendation.csv,1064,7db5c559715289eaf30fd965b9e00dcd29511c93553057b426551477abd0f961,93,83,46,5.765308943,29.38254012,109.2486647,banana,train
Crop_Recommendation.csv,1066,3b897072acc589175b405c12b226e02e067f74c7dd323f9f21831abb58a44b90,104,80,54,5.879119455,27.09062164,110.1331182,banana,train
Crop_Recommendation.csv,1067,a771bf97d7264e3c9bd2bf69de92f41a3beddce9f718548393d1cb5e90573d36,103,72,51,6.099478745,26.12643374,104.4812858,banana,train
Crop_Recommendation.csv,1068,4751dd0c95666de67cbcddce17f3fb5d0c50e111b929015e41923f67fc4df012,92,75,45,5.674403359,29.01207743,90.43495443,banana,train
Crop_Recommendation.csv,1069,26135c4a9451a79dc9032afaf95f75dbf9a2dd4ddb3eb7b02403dda739ba1e04,93,85,49,5.694243847,27.96799119,119.4765557,banana,train
Crop_Recommendation.csv,1070,ee132dbae236be1ef23e82e28f2009d5dbc267330bf4046317e19ab13dbe326b,120,87,52,5.905494703,28.0764455,118.9923573,banana,train
Crop_Recommendation.csv,1071,3195578c597574cc81f06da6abf2fe3c17c4b7e85b6dfaec561289eecafba1e1,108,72,46,6.110844721,25.16278237,90.94554618,banana,train
Crop_Recommendation.csv,1074,9f1d2f094e7cdd5f7ec493db11faf0cabdd9212d598bc09bdeb2f8077df77437,111,88,55,5.505393833,29.44795403,96.45042585,banana,train
Crop_Recommendation.csv,1075,ff2894eba2d9fa87177c86b1e110e3c28aa694d06ea345ddef7b5a50d47006e9,97,74,45,5.677719902,26.47522633,113.1161095,banana,train
Crop_Recommendation.csv,1076,536ada46d07831ab26932828ce9390f9b84251f8cdf878aafdc4a56b0395acd4,95,82,48,5.719014989,27.39489579,92.78133617,banana,train
Crop_Recommendation.csv,1077,0584320d9ef8f489f6512c313d4561673a9152ec5a9d061cc0f4fd0c39d54404,89,91,55,6.275572298,25.08347445,94.32961456,banana,train
Crop_Recommendation.csv,1079,f142b01993db1404b324b6500d5ebd57273af1b3e1e7314da30c6619df4d8859,118,88,51,6.201911642,25.44926208,100.6619171,banana,train
Crop_Recommendation.csv,1080,9a1f8720d6a254638fbd347ac7e07082c8f16df3632d3cd50bad657857c06da2,101,92,45,5.758054257,28.22776705,98.00403016,banana,train
Crop_Recommendation.csv,1082,09ba82f597a43406e8c5d163582b5353e06a74e89ee11092ef6a0cc71b76d81f,82,77,46,5.901100841,28.9470467,95.83016448,banana,train
Crop_Recommendation.csv,1083,1dc1cb2dd69305dda8d8ebfc7dbfcdcf05334357f4f4c93c0d34e2c251d04adc,90,86,55,5.644486582,27.96236771,97.55986676,banana,train
Crop_Recommendation.csv,1084,b15bb862fe229d12c7ffa1cf20bd9bb865f2acc080a32c02dea8f65843ddd72c,95,88,52,6.235461772,28.00316034,94.68180316,banana,train
Crop_Recommendation.csv,1085,9df5f974c313bf3090e8a3839f8324d369368dc7a0e133bbac4f3bad9b3bc1e6,104,73,46,6.28236237,29.1400919,90.45142867,banana,train
Crop_Recommendation.csv,1086,6c73a79354c37e30db6e48f2579dc895c3582aaf0bdc4e6dedacc21f192e390d,102,73,52,6.356090905,27.9122104,90.24211529,banana,train
Crop_Recommendation.csv,1087,8979e83c72c960f84a0dd5c8ad5458cd9c1cc11ba53ca7fe9b82f0fe847e12ff,100,74,52,5.837258235,25.43480512,96.47800391,banana,train
Crop_Recommendation.csv,1088,00387d712aace800609ee762e96c088657295e1d424f164b7458afb7498c4943,94,89,48,5.653437902,28.55980972,111.0843029,banana,train
Crop_Recommendation.csv,1089,3d49af1634f9f8857b34bb374c67bddd28fb8cd781983171dbc542ccceb6b102,99,70,46,5.727469947,26.59580783,100.5123341,banana,train
Crop_Recommendation.csv,1090,1f8778406c225ed371b1721628bf9b97dff53a9132e9d9c2f5c347ff87d41266,112,87,48,6.200111068,27.19711623,99.46950465,banana,train
Crop_Recommendation.csv,1091,818687f02fd395969613b1354262f0d9b647e54cf48b413b31f26f03b50829ca,117,82,45,5.614471478,25.29391516,105.4220251,banana,train
Crop_Recommendation.csv,1092,560b80ab3288a0f3fdb256e17fba2811539a6f329cb6b62148b3ba1890a28a7a,96,86,51,6.257369799,29.90888522,91.99964712,banana,train
Crop_Recommendation.csv,1093,66433cd6968384e854c51469ef325a8e1054deef9b5363161f84f5e750279a50,113,85,45,6.037430836,27.94972463,109.0921631,banana,train
Crop_Recommendation.csv,1094,f143f65e9ab065e86ad7b5a3f0428d65de37a513243e81c001265b224310834d,105,93,46,5.760457558,25.01018457,108.3690513,banana,train
Crop_Recommendation.csv,1099,c60b22dcc2234a9e99e45db76a999504424358e0ee4ec27548e09e1b06bdabbe,82,75,55,6.281069505,27.34585147,92.15524332,banana,train
Crop_Recommendation.csv,1100,abefb9005d8082e5abc8cecb88b380baed923986074ab31767e93678def6e682,117,81,53,5.507641778,29.50704598,98.12565829,banana,train
Crop_Recommendation.csv,704,22c91f0aaecd4902c731faea7d15666bd421db6e14750ff7511af89d226c1a1c,42,73,25,6.501869314,34.03679184,73.23573601,black gram,train
Crop_Recommendation.csv,705,303e0dd2a0eb2f95f6d0f8024c6e2c5cb49ae6e9c5eafc53bd97dff9ff5819dc,44,58,18,6.814410928,28.03644051,72.49507741,black gram,train
Crop_Recommendation.csv,706,56336771229b280dc79f23e7b0168c26b14ff7eeee638c37a8a4bb259b605e8a,50,55,16,7.581442888,28.81460716,62.26242533,black gram,train
Crop_Recommendation.csv,707,0c5d8b8dc2ba3d34cc3d9ffef95dd00fb275877bf5b14e2b60966b83a4dcee31,35,72,21,7.741418772,34.03619494,66.85510868,black gram,train
Crop_Recommendation.csv,708,8d80f24a63ec7175331d67773f1696db4467a108c69da0c840685336fc5fed88,30,64,20,6.573531614,33.8642935,68.02199825,black gram,train
Crop_Recommendation.csv,709,ea2de7f0dee7b6ca6980c026e0c8f266c0ce7d7ac866527187081d0a9a7ad9ec,27,64,21,7.543804223,32.84213012,73.67166182,black gram,train
Crop_Recommendation.csv,710,9732436918c71fa9615224122d67f21a86582e8e389aac8e0ff7f2498c87d9ac,50,74,17,6.5408208,27.10053268,73.84949872,black gram,train
Crop_Recommendation.csv,712,bc4e123b90ff13f2798827bc789971d4b422c8129bbb827c645e1746e2582b28,57,67,25,7.551364319,32.34744009,64.55882254,black gram,train
Crop_Recommendation.csv,713,103af3ffc35a0ee7ac3f25152208ab6a011ca095263a3630b3387ff5eada1c5b,52,63,19,6.928898659,29.58949031,67.53021213,black gram,train
Crop_Recommendation.csv,714,a840c330b3075800cfdeda812e753a170510436b1bc40783fb58bcfbef45eada,55,66,22,7.747775263,30.91219459,66.63830637,black gram,train
Crop_Recommendation.csv,715,35ca28e4ce77ed315122c19adf5ee53b357448c8f7644939a24dac637fee2780,51,56,18,6.706505915,28.12787838,70.86340755,black gram,train
Crop_Recommendation.csv,718,f6140c37e303886c04c3f828ba4bff3145cebba2f56a417de4f970000c8552a2,50,58,23,7.596802025,27.81326852,69.75555541,black gram,train
Crop_Recommendation.csv,721,7d3e046842b98f7daf7c9e9be2ceb6a798575415e14f03ea8b6bbd23fe89e755,58,71,15,6.919243702,27.82592799,74.01229707,black gram,train
Crop_Recommendation.csv,722,83bc323ead1da6f84ab7d4c74ffdd6c0c7a15f1d53e2f92da4db967d224b7fb4,25,71,24,7.187721818,28.49538735,74.91559514,black gram,train
Crop_Recommendation.csv,723,2ed4e739e4533592682387de3b4d69cb0b7e33e0d47e07c25b19b75cfccdd3e4,52,71,16,7.075886472,27.74274761,71.78615328,black gram,train
Crop_Recommendation.csv,725,a3b85f9c4ddd9199e85516e6e68eace46ed58ef1437d8c2c744fbf4edeb5caea,20,60,25,6.726469088,27.3254209,61.19250859,black gram,train
Crop_Recommendation.csv,726,36725a1b51250716a0cf10db0833912b17fc2b3b59e7a974ca4975f3cb765f40,48,61,21,6.628264883,30.28496619,65.62859526,black gram,train
Crop_Recommendation.csv,727,fddbaf5c916b5096947ae58bb3fb6ebf6bdbec2910a9d5a5c3ab0717974d5af0,49,68,22,7.127064207,28.56840626,63.49726331,black gram,train
